Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/PM_ViktorOrban/status/1724885587105091846,Orbán Viktor,https://twitter.com/PM_ViktorOrban,,"Today, the beautiful Pancho Arena in my hometown, Felcsút is home to the #EURO2024 qualifier between #Israel and #Switzerland. Over 10 years ago, we introduced a policy of zero-tolerance towards anti-Semitism. Today, Hungary is the safest country in Europe for the Jewish…",https://pbs.twimg.com/media/F_AFkiiXgAArDYY?format=jpg&name=360x360;https://pbs.twimg.com/media/F_AFkhCXAAAFq8g?format=jpg&name=360x360,https://twitter.com/PM_ViktorOrban/status/1724885587105091846,False,297,825,3.9K,195K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/mhmdala96631986/status/1725425019704991882,?. ????Reload,https://twitter.com/mhmdala96631986,2023-11-17,The European people's awareness and knowledge of the Palestinian issue amounts to resistance against Israel and America#Palestine_Our_Cause#Gaza_under_attack #???_???? #Gazagenocide  #FreeGaza #TheRealImage #IsraeliWarCrimes #IsrealPalestineconflict #Israel,,https://twitter.com/mhmdala96631986/status/1725425019704991882,False,,6,6,331
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ASE/status/1725121325084148176,AHMED | ????,https://twitter.com/ASE,2023-11-16,#Germany’s Bundestag will discuss Friday a draft law that would make “commitment to #Israel’s right to exist” a requirement for citizenship.  The state that recently ethnically cleansed an entire people based on their identity will make it law to be committed to protecting a…,https://pbs.twimg.com/media/F_DcswcXgAAUSeY?format=jpg&name=small,https://twitter.com/ASE/status/1725121325084148176,False,49,505,617,324K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ricwe123/status/1725191323311866184,RichardReload,https://twitter.com/ricwe123,2023-11-16,"When Western bullshit politicians talk about human rights, free speech and disinformation, just remind them about Julian Assange and how much they hate the truth........#Gaza #Israel #Palestine",,https://twitter.com/ricwe123/status/1725191323311866184,False,9,78,177,5.6K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/BabakTaghvaee1/status/1725434751920611386,Babak Taghvaee - The Crisis WatchReload,https://twitter.com/BabakTaghvaee1,2023-11-17,"Unfortunately last night terrorists of Palestinian Islamic Jihad organization destroyed a Caterpillar D9 armoured bulldozer of #Israel Defense Force at #Tulkarem, West Bank. They murdered its driver.",,https://twitter.com/BabakTaghvaee1/status/1725434751920611386,False,1,5,9,986
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MarkGriffin59/status/1725228463949250963,Mark Griffin (grumpy/old/git) Imtiaz Mahmood,https://twitter.com/MarkGriffin59,2023-11-16,I support the @IDF in this retribution. #Israel,https://pbs.twimg.com/media/F_EMp4PWYAA7s3b?format=jpg&name=small,https://twitter.com/MarkGriffin59/status/1725228463949250963,False,1,3,10,234
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/red_salute/status/1725413646266671472,red_saluteReload,https://twitter.com/red_salute,2023-11-17,FROM THESSALONIKI TO PALESTINEKKE AND THE PEOPLE OF THESSALONIKI SEND THEIR MESSAGE :FREE PALESTINE#FreePalestine #Palestine #Israel,,https://twitter.com/red_salute/status/1725413646266671472,False,3,15,30,769
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MariosKaratzias/status/1724909242698633412,Marios KaratziasAbdullah BozkurtReload,https://twitter.com/MariosKaratzias,2023-11-15,"Hey #IsraelBeware of Islamists in suits Erdogan is threatening your existenceIslamist Turkey is no different than the mullahs of Iran Turkey's President Erdogan said #today that #Israel's downfall is imminent, regardless of its nuclear weaponsThe Israeli…",,https://twitter.com/MariosKaratzias/status/1724909242698633412,False,10,28,54,7.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/DaveDavos2/status/1725107482639655147,Dave DavosEDARDNA387 Reload,https://twitter.com/DaveDavos2,2023-11-16,"Just brilliant, this woman lives in Israel but celebrated Hamas' attacks on social media.Accordingly, she's got what she wanted & is now being deported to Gaza to be with her Hamas buddies who will probably use her as a human shield.So how did she take the good news?#Israel",,https://twitter.com/DaveDavos2/status/1725107482639655147,False,10,11,56,1.6K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/DavidHarrisNY/status/1725185172776141129,David Harris,https://twitter.com/DavidHarrisNY,2023-11-16,"As #Israel defends itself after worst single attack on Jews since the #Holocaust, 5 nations have shamefully withdrawn ambassadors:TURKEYSOUTH AFRICACOLOMBIACHILEBOLIVIANever forget these 5.Never forget their moral inversion.Never forget their decision to side w/ evil.",https://pbs.twimg.com/media/F_EWxY9XwAIrXs1?format=jpg&name=240x240,https://twitter.com/DavidHarrisNY/status/1725185172776141129,False,82,146,462,18K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/mhmdala96631986/status/1725427429248786452,?. ????Reload,https://twitter.com/mhmdala96631986,2023-11-17,An Israeli admitted to genocide on CNN#Palestine_Our_Cause#Gaza_under_attack #???_???? #Gazagenocide  #FreeGaza #TheRealImage #IsraeliWarCrimes #IsrealPalestineconflict #Israel@sarasidnerCNN,,https://twitter.com/mhmdala96631986/status/1725427429248786452,False,,7,5,306
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/msbnouni/status/1725241744332058793,Mohamed SalahReload,https://twitter.com/msbnouni,2023-11-16,Illegal jewish settlers from all over the world are using abusing laws set by the israeli government to fulfill their own economic agendas.They’re offered citizenship and homes to come back to Israel to forcibly remove Palestinians from their land.#Gaza#Israel#BinLaden,,https://twitter.com/msbnouni/status/1725241744332058793,False,,13,17,2.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/HwsHbsws/status/1725408734560538848,??????????Reload,https://twitter.com/HwsHbsws,2023-11-17,"So true, the hypocrisy in the world was exposed when all the terrorists became these Palestinian lovers who tomorrow will kill every Christian or non-Muslim in Europe or the USA#Palestine #HamasTerrorist #HamasisISIS #USA #Europe #Vatican #Israel",,https://twitter.com/HwsHbsws/status/1725408734560538848,False,2,2,4,420
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/1n5p3c/status/1725102781793517825,Moroccan Free Voice Reload,https://twitter.com/1n5p3c,2023-11-16,A Spanish citizen living in Egypt mocking the Israeli occupation forces' spokesman #AlShifaHospital #Gaza #Israel #Gaza_War #IsraelIsATerrorist #IsraeliTerrorists #IsraelIsATerrorist#???_????? #???_???? #???_?????_???????? #??????_?????? #???_????? #????????_?????,,https://twitter.com/1n5p3c/status/1725102781793517825,False,,32,66,7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SamarDJarrah/status/1724847787072782510,Samar D JarrahReload,https://twitter.com/SamarDJarrah,2023-11-15,The truth about #Israel comes out no matter how idiotic a journalist can be,,https://twitter.com/SamarDJarrah/status/1724847787072782510,False,50,918,1.1K,49K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/StandWithUs/status/1725156014276661340,StandWithUsReload,https://twitter.com/StandWithUs,2023-11-16,"""I stand here as a Latina immigrant and proud American to represent all those who know oppression.""WATCH: Dr. @mijalbitton of the Shalom Hartman Institute's speech at the November 14 #Israel rally in DC:",,https://twitter.com/StandWithUs/status/1725156014276661340,False,16,109,387,9.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/KyivPost/status/1725433653478453546,KyivPost,https://twitter.com/KyivPost,2023-11-17,"Supplies of crucial 155-millimeter artillery shells to Ukraine have decreased since the beginning of the war between #Israel and #Hamas, Ukrainian President #Zelensky said in an interview with Le Monde.",https://pbs.twimg.com/media/F_H4w0RXsAAek4Q?format=jpg&name=small,https://twitter.com/KyivPost/status/1725433653478453546,False,5,22,47,3.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ejmalrai/status/1725213290639274277,Elijah J. Magnier,https://twitter.com/ejmalrai,2023-11-16,Arab countries said they would enforce an immediate ceasefire in #Gaza and break the siege imposed by #Israel. That was six days ago. Could they have forgotten?,,https://twitter.com/ejmalrai/status/1725213290639274277,False,37,208,612,17K
